order_id,order_date,region,store_name,product_category,product_name,quantity,unit_price_ngn,total_sales_ngn,customer_segment
BM-11176,14/07/2025,Lagos,,Home & Kitchen,Non-stick Frying Pan,2,9148,18296,Retail
BM-12071,15/07/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ankara Fabric (6yds),3,18659,55977,Retail
BM-10863,15/07/2025,Abuja,Bloom Mart Garki,Health & Beauty,Shea Butter Soap Pack,1,3569,3569,Wholesale
BM-11059,15/07/2025,Lagos,Bloom Mart Surulere,Health & Beauty,Toothpaste (3pk),2,2107,4214,Wholesale
BM-10094,15/07/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,1,2568,2568,Retail
BM-10286,16/07/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Men's Polo Shirt,1,7017,7017,Retail
BM-10283,16/07/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Blender 1.5L,1,15788,15788,Retail
BM-10169,16/07/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Cutlery Set (24pc),2,12363,24726,Corporate
BM-10065,16/07/2025,lagos,Bloom Mart Surulere,Health & Beauty,Shea Butter Soap Pack,2,3674,7348,Retail
BM-11027,16/07/2025,Lagos,Bloom Mart Ikeja,Electronics,LED Desk Lamp,1,7180,7180,Corporate
BM-11139,17/07/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Blender 1.5L,1,15514,15514,Wholesale
BM-10171,17/07/2025,Ibadan,Bloom Mart Bodija,Electronics,Bluetooth Earphones,1,11412,11412,Wholesale
BM-11793,17/07/2025,Abuja,Bloom Mart Wuse,Electronics,Phone Charger Cable,2,2417,4834,Wholesale
BM-12085,17/07/2025,Abuja,Bloom Mart Wuse,Grocery,Tomato Paste (12pk),1,7668,7668,Retail
BM-11442,17/07/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Body Lotion 400ml,2,4276,8552,Corporate
BM-10941,17/07/2025,Lagos,Bloom Mart Lekki,Grocery,Rice 5kg Bag,3,6672,20016,Wholesale
BM-11466,17/07/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Toothpaste (3pk),1,2037,2037,Retail
BM-10107,17/07/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,1,7955,7955,Retail
BM-11626,18/07/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,2,3065,6130,Wholesale
BM-11840,18/07/2025,Lagos,Bloom Mart Surulere,Grocery,Tomato Paste (12pk),1,6873,6873,Retail
BM-12047,18/07/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Unisex Cap,2,2859,5718,Retail
BM-11121,18/07/2025,Lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,1,15551,15551,Retail
BM-11932,19/07/2025,Abuja,Bloom Mart Garki,Health & Beauty,Toothpaste (3pk),1,2218,2218,Retail
BM-10478,19/07/2025,Abuja,Bloom Mart Wuse,Electronics,Phone Charger Cable,1,2650,2650,Retail
BM-10875,19/07/2025,Port Harcourt,Bloom Mart GRA,Health & Beauty,Body Lotion 400ml,1,4161,4161,Retail
BM-10680,19/07/2025,Port Harcourt,Bloom Mart GRA,Fashion & Apparel,Ladies Sandals,1,9950,9950,Corporate
BM-11809,19/07/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Ladies Sandals,1,9548,9548,Corporate
BM-10712,19/07/2025,Abuja,Bloom Mart Garki,Grocery,Vegetable Oil 4L,1,8471,8471,Retail
BM-11180,20/07/2025,Abuja,Bloom Mart Wuse,Toys & Games,Building Blocks Set,2,6586,13172,Corporate
BM-12039,20/07/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,1,7019,7019,Wholesale
BM-10353,20/07/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Unisex Cap,4,2931,11724,Wholesale
BM-11033,20/07/2025,Lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,1,14566,14566,Retail
BM-11108,20/07/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,2,10456,20912,Retail
BM-10902,21/07/2025,Port Harcourt,Bloom Mart GRA,Fashion & Apparel,Ankara Fabric (6yds),1,17362,17362,Retail
BM-10383,21/07/2025,port harcourt ,Bloom Mart Rumuola,Fashion & Apparel,Kids School Bag,1,8963,8963,Retail
BM-10542,22/07/2025,Lagos,Bloom Mart Lekki,Electronics,Bluetooth Earphones,1,10682,10682,Corporate
BM-10096,22/07/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,2,11772,23544,Wholesale
BM-10282,22/07/2025,Lagos,Bloom Mart Lekki,Electronics,LED Desk Lamp,4,7789,31156,Corporate
BM-11136,22/07/2025,Lagos,Bloom Mart Ikeja,Grocery,Spaghetti Carton,2,11035,22070,Retail
BM-11717,22/07/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Blender 1.5L,1,14769,14769,Retail
BM-10670,23/07/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,1,9900,9900,Retail
BM-11135,23/07/2025,Abuja,Bloom Mart Garki,Grocery,Vegetable Oil 4L,1,9186,9186,Retail
BM-11196,23/07/2025,Ibadan,Bloom Mart Bodija,Grocery,Tomato Paste (12pk),1,7322,7322,Wholesale
BM-11251,23/07/2025,Lagos,Bloom Mart Ikeja,Office Supplies,A4 Paper Ream,1,5139,5139,Retail
BM-11656,23/07/2025,Lagos,Bloom Mart Ikeja,Electronics,Phone Charger Cable,1,2464,2464,Retail
BM-10409,24/07/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Non-stick Frying Pan,3,8939,26817,Corporate
BM-11974,24/07/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Unisex Cap,1,3073,3073,Wholesale
BM-11907,25/07/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Cutlery Set (24pc),1,11785,11785,Retail
BM-10674,25/07/2025,Lagos,Bloom Mart Ikeja,Grocery,Tomato Paste (12pk),1,7191,7191,Wholesale
BM-10406,25/07/2025,Ibadan,Bloom Mart Ring Road,Toys & Games,Building Blocks Set,1,6239,6239,Retail
BM-10865,25/07/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,15495,15495,Wholesale
BM-11782,26/07/2025,Abuja,Bloom Mart Wuse,Electronics,Bluetooth Earphones,1,11039,11039,Wholesale
BM-11521,26/07/2025,Port Harcourt,Bloom Mart Rumuola,Office Supplies,Notebook Pack,1,3114,3114,Retail
BM-11040,26/07/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Blender 1.5L,2,16093,32186,Corporate
BM-11227,26/07/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,1,11660,11660,Retail
BM-10384,26/07/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8154,8154,Wholesale
BM-11704,26/07/2025,Port Harcourt,Bloom Mart Rumuola,Office Supplies,Notebook Pack,1,3223,3223,Retail
BM-10154,26/07/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),1,12174,12174,Wholesale
BM-10311,26/07/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Blender 1.5L,1,15524,15524,Corporate
BM-11665,26/07/2025,Abuja,Bloom Mart Wuse,Electronics,Extension Socket,1,5977,5977,Retail
BM-11012,27/07/2025,Lagos,Bloom Mart Ikeja,Office Supplies,Ballpoint Pens (10pk),1,1481,1481,Corporate
BM-11875,27/07/2025, Lagos,Bloom Mart Surulere,Electronics,LED Desk Lamp,1,8044,8044,Retail
BM-11831,27/07/2025,Abuja,Bloom Mart Wuse,Grocery,Tomato Paste (12pk),1,7423,7423,Retail
BM-11880,27/07/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Kids School Bag,2,8545,17090,Retail
BM-11780,27/07/2025,Lagos,Bloom Mart Ikeja,Grocery,Spaghetti Carton,2,11771,23542,Retail
BM-10274,27/07/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Electric Kettle,1,9923,9923,Retail
BM-10006,27/07/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Cutlery Set (24pc),1,12134,12134,Wholesale
BM-10185,27/07/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Toothpaste (3pk),2,2056,4112,Retail
BM-10247,28/07/2025,Port Harcourt,Bloom Mart GRA,Health & Beauty,Shea Butter Soap Pack,1,3342,3342,Retail
BM-10414,28/07/2025,Abuja,Bloom Mart Garki,Grocery,Sugar 2kg,1,2661,2661,Wholesale
BM-10891,28/07/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Hair Cream,1,3611,3611,Corporate
BM-11708,28/07/2025,Lagos,Bloom Mart Surulere,Grocery,Tomato Paste (12pk),1,7455,7455,Wholesale
BM-10231,28/07/2025,Abuja,Bloom Mart Garki,Grocery,Tomato Paste (12pk),2,7523,15046,Retail
BM-10669,29/07/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ladies Sandals,3,10133,30399,Retail
BM-10868,29/07/2025,Lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,0,15337,0,Retail
BM-11351,29/07/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Storage Container Set,2,6526,13052,Wholesale
BM-10273,29/07/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,1,7402,7402,Retail
BM-11112,29/07/2025,Port Harcourt,Bloom Mart Rumuola,Toys & Games,Building Blocks Set,1,6458,6458,Retail
BM-11807,30/07/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Shea Butter Soap Pack,1,3326,3326,Wholesale
BM-11370,30/07/2025,Port Harcourt,Bloom Mart GRA,Grocery,Tomato Paste (12pk),4,7031,28124,Retail
BM-11754,30/07/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Vegetable Oil 4L,1,9021,9021,Corporate
BM-10525,30/07/2025,Lagos,Bloom Mart Surulere,Grocery,Vegetable Oil 4L,1,8797,8797,Retail
BM-11482,30/07/2025,Port Harcourt,Bloom Mart GRA,Grocery,Sugar 2kg,2,2758,5516,Retail
BM-10961,30/07/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,1,11891,11891,Corporate
BM-10964,30/07/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2528,2528,Corporate
BM-11325,31/07/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Extension Socket,1,6418,6418,Wholesale
BM-10442,31/07/2025,Abuja,Bloom Mart Garki,Toys & Games,Building Blocks Set,2,6787,13574,Retail
BM-11766,31/07/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,1,2487,2487,Corporate
BM-10675,31/07/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,15440,15440,Retail
BM-10554,31/07/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,1,2765,2765,Retail
BM-11407,31/07/2025,Lagos,Bloom Mart Surulere,Grocery,Sugar 2kg,1,2543,2543,Retail
BM-11650,01/08/2025,Abuja,Bloom Mart Wuse,Grocery,Spaghetti Carton,1,12198,12198,Retail
BM-11838,01/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8842,8842,Retail
BM-11566,01/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Unisex Cap,2,2920,5840,Retail
BM-11838,01/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,8842,8842,Retail
BM-10313,01/08/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Kids School Bag,1,8898,8898,Corporate
BM-10128,02/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Electric Kettle,1,10087,10087,Corporate
BM-11278,02/08/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,2,2529,5058,Corporate
BM-10398,02/08/2025,Lagos,Bloom Mart Ikeja,Electronics,Phone Charger Cable,1,2600,2600,Retail
BM-10580,02/08/2025,Ibadan,Bloom Mart Bodija,Fashion & Apparel,Kids School Bag,1,8826,8826,Retail
BM-11593,02/08/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Non-stick Frying Pan,1,8697,8697,Retail
BM-11283,02/08/2025,Lagos,Bloom Mart Lekki,Grocery,Tomato Paste (12pk),2,6907,13814,Retail
BM-10897,02/08/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ankara Fabric (6yds),2,18734,37468,Retail
BM-11084,03/08/2025,Abuja,Bloom Mart Wuse,Grocery,Rice 5kg Bag,1,6393,6393,Retail
BM-10285,03/08/2025,Port Harcourt,Bloom Mart GRA,Electronics,Phone Charger Cable,1,2699,2699,Wholesale
BM-11826,03/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Cutlery Set (24pc),1,11584,11584,Corporate
BM-10535,03/08/2025,Lagos,Bloom Mart Surulere,Health & Beauty,Toothpaste (3pk),1,2026,2026,Retail
BM-10334,03/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Non-stick Frying Pan,1,8490,8490,Wholesale
BM-10148,04/08/2025,Port Harcourt,Bloom Mart GRA,Electronics,LED Desk Lamp,3,7742,23226,Retail
BM-10958,04/08/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Bluetooth Earphones,1,10906,10906,Retail
BM-12117,04/08/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Men's Polo Shirt,4,6897,27588,Wholesale
BM-10076,04/08/2025,Lagos,Bloom Mart Surulere,Electronics,LED Desk Lamp,1,7307,7307,Corporate
BM-11128,04/08/2025,Lagos,Bloom Mart Ikeja,Electronics,Bluetooth Earphones,3,10701,32103,Corporate
BM-10615,04/08/2025,Lagos,Bloom Mart Lekki,Electronics,Extension Socket,1,6432,6432,Corporate
BM-10524,05/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Cutlery Set (24pc),1,11769,11769,Retail
BM-11043,05/08/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Ankara Fabric (6yds),1,18056,18056,Retail
BM-11750,05/08/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,1,6709,6709,Retail
BM-10749,05/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Blender 1.5L,2,15148,30296,Wholesale
BM-12105,05/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Non-stick Frying Pan,1,9100,9100,Corporate
BM-10028,05/08/2025, Lagos,Bloom Mart Lekki,Grocery,Vegetable Oil 4L,3,8621,25863,Retail
BM-10174,05/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Kids School Bag,1,9159,9159,Retail
BM-10289,05/08/2025,Ibadan,Bloom Mart Bodija,Electronics,Phone Charger Cable,2,2655,5310,Retail
BM-11997,06/08/2025,ABUJA,Bloom Mart Wuse,Home & Kitchen,Non-stick Frying Pan,1,8636,8636,Corporate
BM-10830,07/08/2025,Lagos,Bloom Mart Lekki,Grocery,Sugar 2kg,4,2554,10216,Retail
BM-11079,07/08/2025,Lagos,Bloom Mart Surulere,Electronics,Bluetooth Earphones,1,11837,11837,Retail
BM-10068,07/08/2025,Lagos,Bloom Mart Ikeja,Electronics,Bluetooth Earphones,5,11356,56780,
BM-11050,07/08/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Blender 1.5L,1,16652,16652,Corporate
BM-10753,07/08/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Hair Cream,1,3809,3809,Retail
BM-10662,07/08/2025,Abuja,Bloom Mart Wuse,Electronics,Bluetooth Earphones,2,11338,22676,Corporate
BM-11729,07/08/2025,Abuja,Bloom Mart Wuse,Electronics,Extension Socket,1,5763,5763,Wholesale
BM-10603,08/08/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Electric Kettle,1,9398,9398,Retail
BM-12041,08/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ankara Fabric (6yds),1,18852,18852,Retail
BM-10852,08/08/2025,Ibadan,Bloom Mart Bodija,Grocery,Rice 5kg Bag,2,6356,12712,Corporate
BM-10428,08/08/2025,Port Harcourt,Bloom Mart Rumuola,Electronics,Power Bank 10000mAh,4,14379,57516,Retail
BM-10509,09/08/2025,Port Harcourt,Bloom Mart Rumuola,Home & Kitchen,Non-stick Frying Pan,2,8726,17452,Retail
BM-11634,10/08/2025,Lagos,Bloom Mart Ikeja,Grocery,Vegetable Oil 4L,1,9098,9098,Retail
BM-10859,10/08/2025,Port Harcourt,,Fashion & Apparel,Men's Polo Shirt,1,6808,6808,Retail
BM-11806,10/08/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Storage Container Set,1,6441,6441,Corporate
BM-11072,10/08/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),5,12037,60185,Retail
BM-11111,10/08/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,1,11351,11351,Retail
BM-11328,11/08/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Cutlery Set (24pc),2,11552,23104,Retail
BM-11399,11/08/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Electric Kettle,1,10215,10215,Corporate
BM-10362,11/08/2025,Lagos,Bloom Mart Ikeja,Electronics,Power Bank 10000mAh,2,13989,27978,Retail
BM-10688,11/08/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Ladies Sandals,1,9090,9090,Retail
BM-11923,11/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Men's Polo Shirt,1,7228,7228,Retail
BM-11935,11/08/2025,Ibadan,Bloom Mart Ring Road,Grocery,Spaghetti Carton,1,11412,11412,Retail
BM-12110,11/08/2025,Ibadan,Bloom Mart Bodija,Office Supplies,Ballpoint Pens (10pk),1,1600,1600,Retail
BM-11237,11/08/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Kids School Bag,1,8621,8621,Retail
BM-11437,11/08/2025,port harcourt ,Bloom Mart GRA,Electronics,Extension Socket,1,6168,6168,Retail
BM-11061,11/08/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),4,12662,50648,Corporate
BM-11944,12/08/2025,Lagos,Bloom Mart Ikeja,Fashion & Apparel,Men's Polo Shirt,2,7254,14508,Retail
BM-11344,12/08/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,15088,15088,Retail
BM-11716,12/08/2025,Port Harcourt,Bloom Mart GRA,Toys & Games,Puzzle Game,2,4204,8408,Corporate
BM-11968,12/08/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Unisex Cap,1,3220,3220,Retail
BM-10939,12/08/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Storage Container Set,1,6805,6805,Retail
BM-11285,12/08/2025,Abuja,Bloom Mart Garki,Grocery,Spaghetti Carton,2,11392,22784,Retail
BM-12045,12/08/2025,Lagos,Bloom Mart Ikeja,Electronics,Phone Charger Cable,2,2612,5224,Corporate
BM-10038,13/08/2025,Lagos,Bloom Mart Surulere,Grocery,Spaghetti Carton,1,12324,12324,Retail
BM-10508,13/08/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Toothpaste (3pk),1,2243,2243,Retail
BM-11752,13/08/2025,Abuja,Bloom Mart Garki,Electronics,Phone Charger Cable,2,2452,4904,Retail
BM-11706,13/08/2025,Lagos,Bloom Mart Ikeja,Grocery,Tomato Paste (12pk),2,7421,14842,Wholesale
BM-10746,13/08/2025,Port Harcourt,Bloom Mart GRA,Health & Beauty,Body Lotion 400ml,1,4224,4224,Retail
BM-11677,13/08/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Blender 1.5L,2,15830,31660,Retail
BM-11751,13/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Electric Kettle,1,9569,9569,Retail
BM-10050,13/08/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Shea Butter Soap Pack,1,3403,3403,Wholesale
BM-11406,14/08/2025,Abuja,Bloom Mart Wuse,Office Supplies,Notebook Pack,2,3388,6776,Corporate
BM-10159,14/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Unisex Cap,1,2933,2933,Retail
BM-12054,14/08/2025,Ibadan,,Fashion & Apparel,Ladies Sandals,1,9112,9112,Retail
BM-11014,14/08/2025,Lagos,Bloom Mart Lekki,Office Supplies,Ballpoint Pens (10pk),2,1451,2902,Retail
BM-10089,14/08/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Sugar 2kg,3,2555,7665,Corporate
BM-10484,14/08/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Cutlery Set (24pc),2,12593,25186,Retail
BM-11014,14/08/2025,Lagos,Bloom Mart Lekki,Office Supplies,Ballpoint Pens (10pk),2,1451,2902,Retail
BM-11877,14/08/2025,Lagos,Bloom Mart Ikeja,Health & Beauty,Body Lotion 400ml,1,4364,4364,Corporate
BM-10391,14/08/2025,Abuja,Bloom Mart Garki,home & kitchen ,Non-stick Frying Pan,1,8187,8187,Wholesale
BM-12093,15/08/2025,Abuja,Bloom Mart Wuse,Electronics,Phone Charger Cable,1,2591,2591,Retail
BM-12060,15/08/2025,Abuja,Bloom Mart Garki,Health & Beauty,Hair Cream,2,4075,8150,Retail
BM-11999,15/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Blender 1.5L,1,14975,14975,Wholesale
BM-11409,15/08/2025,Lagos,Bloom Mart Surulere,Health & Beauty,Shea Butter Soap Pack,1,3756,3756,Retail
BM-11611,15/08/2025,Lagos,,Home & Kitchen,Storage Container Set,1,6363,6363,Retail
BM-11124,15/08/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Cutlery Set (24pc),1,11551,11551,Wholesale
BM-11574,15/08/2025,Port Harcourt,Bloom Mart GRA,Office Supplies,Notebook Pack,1,3102,3102,Retail
BM-10088,15/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Ankara Fabric (6yds),1,19087,19087,Retail
BM-11853,15/08/2025,Lagos,Bloom Mart Lekki,Health & Beauty,Shea Butter Soap Pack,2,3462,6924,Corporate
BM-10813,15/08/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Ladies Sandals,4,9342,37368,Wholesale
BM-11926,15/08/2025, Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,15657,15657,Corporate
BM-11903,16/08/2025, Lagos,Bloom Mart Lekki,Home & Kitchen,Cutlery Set (24pc),2,12345,24690,Retail
BM-11107,16/08/2025,Abuja,Bloom Mart Wuse,Electronics,Bluetooth Earphones,2,11389,22778,Wholesale
BM-10611,16/08/2025,Abuja,Bloom Mart Garki,Electronics,Power Bank 10000mAh,1,14816,14816,Retail
BM-10611,16/08/2025,Abuja,Bloom Mart Garki,Electronics,Power Bank 10000mAh,1,14816,14816,Retail
BM-11361,16/08/2025,Ibadan,Bloom Mart Ring Road,Home & Kitchen,Storage Container Set,1,6411,6411,Wholesale
BM-11743,16/08/2025,Abuja,Bloom Mart Garki,Grocery,Spaghetti Carton,2,11546,23092,Retail
BM-10692,17/08/2025,Ibadan,Bloom Mart Bodija,Health & Beauty,Hair Cream,1,3805,3805,Wholesale
BM-10799,17/08/2025,Ibadan,Bloom Mart Ring Road,Electronics,Bluetooth Earphones,1,11048,11048,Retail
BM-10957,17/08/2025,Lagos,Bloom Mart Lekki,Electronics,Power Bank 10000mAh,1,14553,14553,Corporate
BM-11774,17/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Men's Polo Shirt,1,7301,7301,Retail
BM-11839,17/08/2025,Ibadan,Bloom Mart Bodija,Electronics,LED Desk Lamp,1,7902,7902,Retail
BM-11652,18/08/2025,Port Harcourt,Bloom Mart GRA,Electronics,Power Bank 10000mAh,3,14070,42210,Wholesale
BM-10452,18/08/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Cutlery Set (24pc),1,12250,12250,Wholesale
BM-12037,18/08/2025,Port Harcourt,Bloom Mart GRA,Home & Kitchen,Blender 1.5L,1,15480,15480,Retail
BM-11777,19/08/2025, Lagos,Bloom Mart Ikeja,Grocery,Spaghetti Carton,2,11564,23128,Retail
BM-11109,19/08/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,15091,15091,Corporate
BM-11397,19/08/2025,Lagos,Bloom Mart Ikeja,Grocery,Rice 5kg Bag,1,6467,6467,Retail
BM-11702,19/08/2025,Lagos,Bloom Mart Surulere,Grocery,Rice 5kg Bag,1,5891,5891,Retail
BM-11592,19/08/2025,Abuja,Bloom Mart Garki,Fashion & Apparel,Ankara Fabric (6yds),1,18431,18431,Retail
BM-11109,19/08/2025,Lagos,Bloom Mart Surulere,Electronics,Power Bank 10000mAh,1,15091,15091,Corporate
BM-10367,19/08/2025,Abuja,Bloom Mart Wuse,Grocery,Sugar 2kg,1,2562,2562,Retail
BM-10037,20/08/2025,Abuja,Bloom Mart Garki,Grocery,Rice 5kg Bag,2,6450,12900,Retail
BM-10007,20/08/2025,Ibadan,Bloom Mart Ring Road,Fashion & Apparel,Kids School Bag,1,8109,8109,Retail
BM-10599,20/08/2025,Abuja,Bloom Mart Wuse,Electronics,LED Desk Lamp,1,7702,7702,Retail
BM-12017,20/08/2025,Ibadan,Bloom Mart Bodija,Home & Kitchen,Electric Kettle,1,9889,9889,Wholesale
BM-11532,20/08/2025,Lagos,Bloom Mart Surulere,Home & Kitchen,Electric Kettle,1,9705,9705,Retail
BM-11845,21/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Cutlery Set (24pc),3,12577,37731,Corporate
BM-11878,21/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,1,6440,6440,Corporate
BM-11263,21/08/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Ladies Sandals,1,9352,9352,Corporate
BM-11263,21/08/2025,Port Harcourt,Bloom Mart Rumuola,Fashion & Apparel,Ladies Sandals,1,9352,9352,Corporate
BM-10441,21/08/2025,Abuja,Bloom Mart Wuse,Health & Beauty,Body Lotion 400ml,2,4437,8874,Retail
BM-10728,21/08/2025,Abuja,Bloom Mart Wuse,Fashion & Apparel,Kids School Bag,2,9008,18016,Retail
BM-10208,22/08/2025,Port Harcourt,Bloom Mart GRA,Grocery,Spaghetti Carton,1,11442,11442,Retail
BM-10757,22/08/2025,Lagos,Bloom Mart Ikeja,Home & Kitchen,Storage Container Set,1,6478,6478,Corporate
BM-12098,22/08/2025,Abuja,Bloom Mart Wuse,Home & Kitchen,Electric Kettle,2,9385,18770,Wholesale
BM-10734,22/08/2025,Lagos,Bloom Mart Lekki,Grocery,Vegetable Oil 4L,3,8832,26496,Wholesale
BM-11937,23/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Non-stick Frying Pan,2,8386,16772,Retail
BM-12064,23/08/2025,Lagos,Bloom Mart Ikeja,Grocery,Rice 5kg Bag,1,6386,6386,Corporate
BM-11339,23/08/2025,Ibadan,Bloom Mart Bodija,Toys & Games,Puzzle Game,2,4241,8482,Corporate
BM-11757,23/08/2025,Abuja,Bloom Mart Garki,Electronics,Bluetooth Earphones,1,11026,11026,Wholesale
BM-11728,23/08/2025,Port Harcourt,Bloom Mart Rumuola,Grocery,Spaghetti Carton,3,11141,33423,Wholesale
BM-10672,23/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,2,6795,13590,Wholesale
BM-11015,23/08/2025,Lagos,Bloom Mart Lekki,Home & Kitchen,Storage Container Set,1,6799,6799,Corporate
BM-11104,23/08/2025,Lagos,Bloom Mart Surulere,Fashion & Apparel,Men's Polo Shirt,1,7169,7169,Retail
BM-10430,23/08/2025,Abuja,Bloom Mart Garki,Home & Kitchen,Electric Kettle,1,9764,9764,Corporate
